livro	capitulo	versiculo	linha_txt	titulo_ara	referencias
JUD	1	5	366768	Exemplos da punição dos ímpios	
JUD	1	17	366931	A profecia apostólica. Exortações	
JUD	1	24	366991	A doxologia	
LAM	1	2	241170	Jerusalém destruída e desolada	
LAM	4	1	242397	Os sofrimentos do cerco	
LAM	5	1	242691	Os fiéis pedem misericórdia	
LEV	1	1	32277	Os holocaustos	
LEV	2	1	32462	As ofertas de manjares	
LEV	3	1	32651	Os sacrifícios pacíficos	
LEV	5	1	33303	O sacrifício pelos pecados ocultos	
LEV	5	14	33496	O sacrifício pelo sacrilégio	
LEV	6	8	33679	A lei do holocausto	
LEV	6	14	33766	A lei da oferta de manjares	
LEV	6	24	33882	A lei da oferta pelo pecado	
LEV	7	1	33983	A lei da oferta pela culpa	
LEV	7	6	34017	O  sacerdote  o  queimará  sobre  o  altar  em  oferta	
LEV	7	11	34102	A lei das ofertas pacíficas	
LEV	7	22	34216	Deus proíbe comer gordura e sangue	
LEV	7	28	34295	A porção dos sacerdotes	
LEV	8	1	34432	A consagração de Arão e de seus filhos	Êxodo 29.1-37
LEV	9	1	34828	Arão oferece sacrifícios por si e pelo povo	
LEV	10	1	35106	Nadabe e Abiú morrem diante do SENHOR	
LEV	10	8	35184	Deveres e porções dos sacerdotes	
LEV	11	1	35404	Leis sobre os animais limpos e os imundos	Deuteronômio 14.3-20
LEV	12	1	35875	A purificação da mulher depois do parto	
LEV	13	1	35967	As leis acerca da lepra	
LEV	14	1	36682	A lei acerca do leproso depois de sarado	
LEV	14	33	37106	A lei acerca da lepra numa casa	
LEV	15	1	37366	Imundícias do homem e da mulher	
LEV	16	1	37774	O Dia da Expiação	
LEV	16	15	37973	O sacrifício pelo povo	
LEV	16	29	38152	A Festa anual das Expiações	
LEV	17	1	38243	Leis referentes à matança dos animais	
LEV	17	10	38352	A proibição de comer sangue	
LEV	18	1	38442	Casamentos ilícitos	
LEV	18	19	38635	Uniões abomináveis	
LEV	19	1	38782	A repetição de diversas leis	
LEV	19	35	39154	Pesos e medidas justos	Deuteronômio 25.13-16
LEV	20	1	39217	As penas de diversos crimes	
LEV	21	1	39561	Leis para os sacerdotes	
LEV	22	17	40034	Os animais sacrificados devem ser sem defeito	
LEV	23	1	40229	As festas solenes do SENHOR	
LEV	23	3	40245	O Sábado	Êxodo 23.12
LEV	23	4	40261	A Páscoa	Êxodo 23.14,15; 34.18; Deuteronômio 16.1-8
LEV	23	9	40311	As Primícias	Êxodo 23.16; 34.22,26
LEV	23	15	40414	O Pentecostes	Deuteronômio 16.9-12
LEV	23	26	40581	O Dia da Expiação	
LEV	23	33	40643	A Festa dos Tabernáculos	
LEV	24	1	40784	O azeite para o candelabro	Êxodo 27.20,21
LEV	24	5	40828	O pão para a mesa do SENHOR	
LEV	24	10	40907	A pena do pecado de blasfêmia	
LEV	25	1	41062	O Ano de Descanso	Êxodo 23.10,11
LEV	25	8	41130	O Ano do Jubileu	
LEV	25	35	41460	Leis a favor dos pobres	Deuteronômio 15.7-11
LEV	25	39	41504	Leis a favor dos escravos	
LEV	26	1	41750	Admoestação contra a idolatria	
LEV	26	14	41915	Os castigos da desobediência	Deuteronômio 28.15-68
LEV	27	1	42323	Votos particulares e a avaliação deles	
LEV	27	30	42655	Sobre as dízimas	
LUK	1	1	299171	Prefácio	
LUK	1	5	299215	Zacarias e Isabel	
LUK	1	24	299410	A felicidade de Isabel	
LUK	1	26	299432	Predito o nascimento de Jesus	
LUK	1	39	299555	Maria visita a Isabel	
LUK	1	46	299611	O cântico de Maria	
LUK	1	57	299716	O nascimento de João Batista	
LUK	1	67	299815	O cântico de Zacarias	
LUK	2	1	299917	O nascimento de Jesus Cristo	Mateus 1.18-25                                                                  (Mt 1.18-25)
LUK	2	8	300004	Os anjos e os pastores	
LUK	2	21	300137	A circuncisão de Jesus	
LUK	2	25	300183	O cântico de Simeão	
LUK	2	36	300288	A profetisa Ana	
LUK	2	39	300316	O menino Jesus em Nazaré	
LUK	2	41	300334	O menino Jesus no meio dos doutores	
LUK	3	1	300459	A pregação de João Batista	Mateus 3.1-10; Marcos 1.2-5                                                      (Mt 3.1-12; Mc 1.2-8)
LUK	3	15	300624	João dá testemunho de Jesus	Mateus 3.11-12; Marcos 1.7-8; João 1.19-27
LUK	3	21	300698	O batismo de Jesus	Mateus 3.13-17; Marcos 1.9-11; João 1.32-34                                            (Mt 3.13-17; Mt 1.1-17; Mc 1.9-11)
LUK	3	23	300718	A genealogia de Jesus Cristo	Mateus 1.1-16
LUK	4	1	300875	A tentação de Jesus	Mateus 4.1-11; Marcos 1.12-13                                                      (Mt 4.1-11; Mc 1.12,13)
LUK	4	14	300998	Jesus volta para a Galileia e principia a sua missão	Mateus 4.12-17; Marcos 1.14-15
LUK	4	31	301191	A cura de um endemoninhado em Cafarnaum	Marcos 1.21-28                                                                (Mc 1.21-28)
LUK	4	38	301286	A cura da sogra de Pedro	Mateus 8.14-15; Marcos 1.29-31                                                         (Mt 8.14-17; Mc 1.29-34)
LUK	4	40	301312	Muitas outras curas	Mateus 8.16-17; Marcos 1.32-34
LUK	4	42	301338	Jesus vai a um lugar deserto	Marcos 1.35-39
LUK	5	1	301370	A pesca maravilhosa	Mateus 4.18-22; Marcos 1.16-20                                                  (Mt 4.18-22; Mc 1.16-20; Jo 1.35-42)
LUK	5	12	301501	A cura de um leproso	Mateus 8.1-4; Marcos 1.40-45                                                     (Mt 8.1-4; Mc 1.40-45)
LUK	5	17	301551	A cura de um paralítico em Cafarnaum	Mateus 9.1-8; Marcos 2.1-12                                                     (Mt 9.1-8; Mc 2.1-12)
LUK	5	27	301682	A vocação de Levi	Mateus 9.9; Marcos 2.13-14                                                       (Mt 9.9-13; Mc 2.13-17)
LUK	5	29	301704	Jesus come com pecadores	Mateus 9.10-13; Marcos 2.15-17
LUK	5	33	301746	Do jejum	Mateus 9.14-17; Marcos 2.18-22                                                     (Mt 9.14-17; Mc 2.18-22)
LUK	6	1	301843	Jesus é senhor do sábado	Mateus 12.1-8; Marcos 2.23-28                                                      (Mt 12.1-14; Mc 2.23–3.6)
LUK	6	6	301887	O homem da mão ressequida	Mateus 12.9-14; Marcos 3.1-6
LUK	6	12	301978	A escolha dos doze apóstolos. Os seus nomes	Mateus 10.1-4; Marcos 3.13-19                                                              (Mc 3.13-19)
LUK	6	17	302020	Jesus cura muitos enfermos	Mateus 4.23-25
LUK	6	20	302050	As bem-aventuranças	Mateus 5.1-12
LUK	6	24	302098	Os ais	
LUK	6	27	302161	Da vingança	Mateus 5.38-42                                                                 (Mt 5.38-48)
LUK	6	32	302199	Do amor ao próximo	Mateus 5.43-48
LUK	6	37	302265	O juízo temerário é proibido	Mateus 7.1-5                                                                   (Mt 7.1-6)
LUK	6	43	302374	Árvores e seus frutos	Mateus 12.33-35                                                               (Mt 7.15-20)
LUK	6	46	302414	Os dois fundamentos	Mateus 7.24-27                                                                (Mt 7.24-29)
LUK	7	1	302515	A cura do servo de um centurião	Mateus 8.5-13                                                                   (Mt 8.5-13)
LUK	7	11	302603	A ressurreição do filho da viúva de Naim	
LUK	7	18	302694	João envia mensageiros a Jesus	Mateus 11.2-6                                                                   (Mt 11.1-19)
LUK	7	24	302746	Jesus dá testemunho de João	Mateus 11.7-19
LUK	7	36	302891	A pecadora que ungiu os pés de Jesus	
LUK	8	1	303060	As mulheres que assistiam Jesus	(Mt 13.1-23; Mc 4.1-20)
LUK	8	4	303090	A parábola do semeador	Mateus 13.1-9; Marcos 4.1-9
LUK	8	9	303163	A explicação da parábola	Mateus 13.10-23; Marcos 4.10-20
LUK	8	16	303229	A parábola da candeia	Marcos 4.21-25                                                                  (Mc 4.21-25)
LUK	8	19	303265	A família de Jesus	Mateus 12.46-50; Marcos 3.31-35                                                    (Mt 12.46-50; Mc 3.31-35)
LUK	8	22	303301	Jesus acalma uma tempestade	Mateus 8.23-27; Marcos 4.35-41                                                  (Mt 8.23-27; Mc 4.35-41)
LUK	8	26	303376	A cura do endemoninhado geraseno	Mateus 8.28-33; Marcos 5.1-14                                                   (Mt 8.28-34; Mc 5.1-20)
LUK	8	35	303513	Os gerasenos rejeitam Jesus	Mateus 8.34; Marcos 5.14b-20
LUK	8	40	303585	O pedido de Jairo	Mateus 9.18-19; Marcos 5.21-24                                                      (Mt 9.18-26; Mc 5.21-43)
LUK	8	43	303617	A cura de uma mulher enferma	Mateus 9.20-22; Marcos 5.24b-34
LUK	8	49	303714	A ressurreição da filha de Jairo	Mateus 9.23-25; Marcos 5.35-43
LUK	9	1	303794	As instruções para os doze	Mateus 10.1,5-15; Marcos 6.7-13                                                      (Mt 10.5-14; Mc 5.7-13)
LUK	9	7	303883	Herodes e João Batista	Mateus 14.1-12; Marcos 6.14-29
LUK	9	10	303925	A primeira multiplicação de pães e peixes	Mateus 14.13-21; Marcos 6.30-44; João 6.1-13                                        (Mt 14.13-21; Mc 6.30-44; Jo 6.1-15)
LUK	9	18	304009	A confissão de Pedro. Jesus prediz a própria morte	Mateus 16.13-21; Marcos 8.27-31                                                    (Mt 16.13-20; Mc 8.27-30)
LUK	9	28	304140	A transfiguração	Mateus 17.1-8; Marcos 9.2-8                                                       (Mt 17.1-13; Mc 9.2-13)
LUK	9	37	304253	A cura de um jovem possesso	Mateus 17.14-20; Marcos 9.14-29                                                    (Mt 17.14-23; Mc 9.14-32)
LUK	9	44	304335	De novo prediz Jesus a sua morte	Mateus 17.22-23; Marcos 9.30-32
LUK	9	46	304402	O maior no reino dos céus	Mateus 18.1-5; Marcos 9.33-37                                                       (Mt 18.1-5; Mc 9.33-41)
LUK	9	51	304452	Os samaritanos não recebem Jesus	
LUK	9	57	304502	Jesus põe à prova os que queriam segui-lo	Mateus 8.18-22                                                                   (Mt 8.19-22)
LUK	10	1	304589	A missão dos setenta	
LUK	10	13	304675	Ai das cidades impenitentes!	Mateus 11.20-24
LUK	10	17	304764	O regresso dos setenta	
LUK	10	21	304798	Jesus, o Salvador dos humildes	Mateus 11.25-27
LUK	10	25	304844	O bom samaritano	
LUK	10	38	305007	Marta e Maria	
LUK	11	1	305106	A oração dominical	Mateus 6.9-15                                                                (Mt 6.5-15;  7.7-12)
LUK	11	5	305140	A parábola do amigo importuno	
LUK	11	9	305176	Jesus incita a orar	Mateus 7.7-11
LUK	11	24	305343	A estratégia de Satanás	Mateus 12.43-45
LUK	11	27	305402	A exclamação de uma mulher	
LUK	11	29	305428	O sinal de Jonas	Mateus 12.38-42                                                               (Mt 12.38-42)
LUK	11	33	305474	A parábola da candeia	Mateus 6.22-23
LUK	11	37	305538	Jesus censura os fariseus	
LUK	11	45	305639	Ai dos intérpretes da Lei!	
LUK	11	53	305760	O plano para tirar a vida de Jesus	
LUK	12	1	305784	O fermento dos fariseus. Algumas admoestações	
LUK	12	13	305937	Jesus reprova a avareza	
LUK	12	22	306019	A ansiosa solicitude pela vida	Mateus 6.25-34                                                                (Mt 6.25-34)
LUK	12	35	306156	A parábola do servo vigilante	
LUK	12	49	306317	Jesus traz fogo e dissensão à terra	
LUK	12	54	306363	Os sinais dos tempos	
LUK	13	1	306450	A morte dos galileus e a queda da torre de Siloé	
LUK	13	6	306504	A parábola da figueira estéril	
LUK	13	10	306550	A cura de uma enferma	
LUK	13	18	306661	A parábola do grão de mostarda	Mateus 13.31-32; Marcos 4.30-32                                                    (Mt 13.31-35; Mc 4.30-34)
LUK	13	20	306681	A parábola do fermento	Mateus 13.33
LUK	13	22	306705	A porta estreita	
LUK	13	31	306814	Jerusalém	Mateus 23.37-39                                                              (Mt 23.37-39)
LUK	14	1	306876	A cura de um hidrópico	
LUK	14	7	306959	Os primeiros lugares	
LUK	14	15	307049	A parábola da grande ceia	
LUK	14	25	307162	O serviço de Cristo exige abnegação	
LUK	14	34	307277	Os discípulos, sal da terra	Mateus 5.13; Marcos 9.50
LUK	15	1	307307	Jesus recebe pecadores	
LUK	15	3	307325	A parábola da ovelha perdida	Mateus 18.10-14
LUK	15	8	307377	A parábola da dracma perdida	
LUK	15	11	307401	A parábola do filho pródigo	
LUK	16	1	307659	A parábola do administrador infiel	
LUK	16	14	307804	Jesus reprova os fariseus	
LUK	16	18	307850	Acerca do divórcio	Mateus 19.9; Marcos 10.10-12
LUK	16	19	307874	O rico e o mendigo	
LUK	17	1	308021	Os tropeços	Mateus 18.6-7; Marcos 9.42
LUK	17	11	308154	A cura de dez leprosos	
LUK	17	20	308218	A vinda do reino de Deus	
LUK	18	1	308422	A parábola do juiz iníquo	
LUK	18	9	308494	A parábola do fariseu e o publicano	
LUK	18	15	308577	Jesus abençoa as crianças	Mateus 19.13-15; Marcos 10.13-16                                                    (Mt 19.13-15; Mc 10.13-16)
LUK	18	18	308615	O jovem rico	Mateus 19.16-22; Marcos 10.17-22                                                    (Mt 19.16-30; Mc 10.17-31)
LUK	18	24	308669	O perigo das riquezas	Mateus 19.23-30; Marcos 10.23-31
LUK	18	31	308752	Jesus outra vez prediz sua morte e ressurreição	Mateus 20.17-19; Marcos 10.32-34                                                  (Mt 20.17-19; Mc 10.32-34)
LUK	18	35	308796	A cura do cego de Jericó	Mateus 20.29-34; Marcos 10.46-52                                                  (Mt 20.29-34; Mc 10.46-52)
LUK	19	1	308870	Zaqueu, o publicano	
LUK	19	11	308967	A parábola das dez minas	
LUK	19	28	309146	A entrada triunfal de Jesus em Jerusalém	Mateus 21.1-11; Marcos 11.1-11; João 12.12-19                                     (Mt 21.1-11; Mc 11.1-11; Jo 12.12-19)
LUK	19	41	309287	Jesus chora à vista de Jerusalém	
LUK	19	45	309321	A purificação do templo	Mateus 21.12-17; Marcos 11.15-19                                                  (Mt 21.12-17; Mc 11.15-19)
LUK	19	47	309345	O Mestre ensina no templo	
LUK	20	1	309404	A autoridade de Jesus e o batismo de João	Mateus 21.23-27; Marcos 11.27-33                                                (Mt 21.23-27; Mc 11.27-33)
LUK	20	9	309470	A parábola dos lavradores maus	Mateus 21.33-46; Marcos 12.1-12                                                 (Mt 21.33-46; Mc 12.1-12)
LUK	20	19	309595	A questão do tributo	Mateus 22.15-22; Marcos 12.13-17
LUK	20	27	309683	Os saduceus e a ressurreição	Mateus 22.23-33; Marcos 12.18-27                                                    (Mt 22.23-33; Mc 12.18-27)
LUK	20	41	309814	O Cristo, filho de Davi	Mateus 22.41-46; Marcos 12.35-37                                                      (Mt 22.41-46; Mc 12.35-37)
LUK	20	45	309850	Jesus censura os escribas	Mateus 23.1-12; Marcos 12.38-40
LUK	21	1	309929	A oferta da viúva pobre	Marcos 12.41-44                                                                  (Mc 12.41-44)
LUK	21	5	309965	A destruição do templo	Mateus 24.1-2; Marcos 13.1-2                                                     (Mt 24.1-35; Mc 13.1-31)
LUK	21	7	309995	O princípio das dores	Mateus 24.3-14; Marcos 13.3-13
LUK	21	20	310124	Jerusalém sitiada	Mateus 24.15-28; Marcos 13.14-23
LUK	21	25	310176	A vinda do Filho do Homem	Mateus 24.29-31; Marcos 13.24-27
LUK	22	1	310337	O plano para tirar a vida de Jesus	Mateus 26.1-5; Marcos 14.1-2
LUK	22	3	310357	O pacto da traição	Mateus 26.14-16; Marcos 14.10-11
LUK	22	7	310432	Os discípulos preparam a Páscoa	Mateus 26.17-19; Marcos 14.12-16                                           (Mt 26.17-35; Mc 14.12-31; Jo 13.18-30,36-38)
LUK	22	14	310484	A última Páscoa	
LUK	22	19	310524	A Ceia do Senhor	Mateus 26.26-30; Marcos 14.22-26;  1 Coríntios 11.23-25
LUK	22	24	310607	Seja o maior como o menor	
LUK	22	31	310661	Pedro é avisado	Mateus 26.31-35; Marcos 14.27-31; João 13.36-38
LUK	22	35	310736	As duas espadas	
LUK	22	39	310770	Jesus no Getsêmani	Mateus 26.36-46; Marcos 14.32-42                                                  (Mt 26.36-46; Mc 14.32-42)
LUK	22	47	310834	Jesus é preso	Mateus 26.47-56; Marcos 14.43-50; João 18.1-11                                      (Mt 26.47-56; Mc 14.43-50; Jo 18.1-11)
LUK	22	54	310931	Pedro nega a Jesus	Mateus 26.69-75; Marcos 14.66-72; João  18.15-18,25-27                             (Mt 26.69-75; Mc 14.66-72; Jo 18.15-18,25-27)
LUK	22	63	311003	Os guardas zombam de Jesus	
LUK	22	66	311025	Jesus perante o Sinédrio	Mateus 26.57-68; Marcos 14.53-65
LUK	23	1	311116	Jesus perante Pilatos	Mateus 27.1-2,11-14; Marcos 15.1-5; João 18.28-38
LUK	23	8	311192	Jesus perante Herodes	
LUK	23	13	311267	Jesus outra vez perante Pilatos	Mateus 27.15-26; Marcos 15.6-15; João 18.39—19.16
LUK	23	26	311365	Simão leva a cruz de Jesus	Mateus 27.32; Marcos 15.21                                               (Mt 27.32-44; Mc 15.21-32; Jo 19.16-27)
LUK	23	27	311410	Jesus rumo ao Calvário	
LUK	23	33	311458	A crucificação	Mateus 27.33-44; Marcos 15.22-32; João 19.17-27
LUK	23	39	311524	Os dois malfeitores	
LUK	23	44	311599	A morte de Jesus	Mateus 27.45-56; Marcos 15.33-41; João 19.28-30                                    (Mt 27.45-56; Mc 15.33-41; Jo 19.28-30)
LUK	23	50	311653	O sepultamento de Jesus	Mateus 27.57-61; Marcos 15.42-47; João 19.38-42                                    (Mt 27.57-61; Mc 15.42-47; Jo 19.38-42)
LUK	24	1	311746	A ressurreição de Jesus	Mateus 28.1-10; Marcos 16.1-8; João 20.1-10                                          (Mt 28.1-10; Mc 16.1-8; Jo 20.1-9)
LUK	24	13	311840	Os discípulos no caminho de Emaús	Marcos 16.12-13
LUK	24	36	312082	Jesus aparece aos discípulos	João 20.19-23                                                                  (Jo 20.19-23)
LUK	24	44	312144	Jesus explica as Escrituras	
LUK	24	50	312225	A ascensão de Jesus	Marcos 16.19-20
MAL	1	1	278239	O amor do Senhor por Jacó	
MAL	1	6	278301	O Senhor reprova os sacerdotes	
MAL	2	1	278476	O castigo dos sacerdotes	
MAL	2	10	278603	Advertência contra a infidelidade conjugal	
MAL	2	17	278707	A vinda do Senhor precedida pelo seu Anjo	
MAL	3	6	278828	O roubo no tocante aos dízimos e às ofertas	
MAL	4	1	279021	O sol da justiça e seu precursor	
MAT	1	1	279144	A genealogia de Jesus Cristo	Lucas 3.23-38                                                                            (Lc 3.23-38)
MAT	1	19	279305	O nascimento de Jesus Cristo	Lucas 2.1-7
MAT	2	1	279381	A visita dos magos	
MAT	2	13	279534	A fuga para o Egito	
MAT	2	16	279562	A matança dos inocentes	
MAT	2	19	279625	A volta do Egito	
MAT	3	1	279669	A pregação de João Batista	Marcos 1.2-6; Lucas 3.1-9                                                        (Mc 1.2-8; Lc 3.1-18)
MAT	3	11	279780	João dá testemunho de Cristo	Marcos 1.7-8; Lucas 3.15-17; João 1.19-28
MAT	3	13	279806	O batismo de Jesus	Marcos 1.9-11; Lucas 3.21-22; João 1.32-34                                                   (Mc 1.9-11; Lc 3.21,22)
MAT	4	1	279850	A tentação de Jesus	Marcos 1.12-13; Lucas 4.1-13                                                         (Mc 1.12,13; Lc 4.1-13)
MAT	4	12	279973	Jesus volta para a Galileia	Marcos 1.14-15; Lucas 4.14-15                                                     (Mc 1.14,15; Lc 4.14,15)
MAT	4	18	280019	A vocação de discípulos	Marcos 1.16-20; Lucas 5.1-11                                               (Mc 1.16-20; Lc 5.1-11; Jo 1.35-42)
MAT	5	1	280136	O sermão do monte	
MAT	5	3	280138	As bem-aventuranças	Lucas 6.20-23
MAT	5	13	280249	Os discípulos, o sal da terra	Marcos 9.49-50; Lucas 14.34-35
MAT	5	14	280263	Os discípulos, a luz do mundo	
MAT	5	17	280297	Jesus não veio revogar a Lei, mas cumprir	
MAT	5	21	280345	Jesus completa o que foi dito aos antigos	
MAT	5	21	280347	Do homicídio	
MAT	5	27	280452	Do adultério	
MAT	5	33	280512	Dos juramentos	
MAT	5	38	280577	Da vingança	Lucas 6.27-30
MAT	5	43	280621	Do amor ao próximo	Lucas 6.32-36
MAT	6	1	280671	A prática da justiça	
MAT	6	2	280689	Como se deve dar esmolas	
MAT	6	5	280756	Como se deve orar	
MAT	6	9	280810	A oração dominical	Lucas 11.2-4
MAT	6	17	280890	Como jejuar	
MAT	6	19	280943	Os tesouros no céu	
MAT	6	22	280967	A luz e as trevas	Lucas 11.34-36
MAT	6	24	280987	Os dois senhores	
MAT	6	25	281007	A ansiosa solicitude pela vida	Lucas 12.22-31                                                                  (Lc 12.22-31)
MAT	7	1	281146	O juízo temerário é proibido	Lucas 6.37-38,41-42                                                               (Lc 6.37-42)
MAT	7	6	281194	Não deis o que é santo aos cães	
MAT	7	7	281206	Jesus incita a orar	Lucas 11.9-13                                                                  (Lc 11.9-13)
MAT	7	13	281285	As duas estradas	Lucas 13.24
MAT	7	15	281311	Os falsos profetas	
MAT	7	24	281379	Os dois fundamentos	Lucas 6.46-49                                                                    (Lc 6.46-49)
MAT	7	28	281448	O fim do sermão do monte	
MAT	8	1	281468	A cura de um leproso	Marcos 1.40-44; Lucas 5.12-14                                                     (Mc 1.40-45; Lc 5.12-16)
MAT	8	5	281514	A cura do criado de um centurião	Lucas 7.1-10                                                                    (Lc 7.1-10)
MAT	8	14	281615	A cura da sogra de Pedro	Marcos 1.29-31; Lucas 4.38-39                                                       (Mc 1.29-34; Lc 4.38-41)
MAT	8	16	281633	Muitas outras curas	Marcos 1.32-34; Lucas 4.40-41
MAT	8	18	281663	Jesus põe à prova os que querem segui-lo	Lucas 9.57-62                                                                    (Lc 9.57-62)
MAT	8	23	281701	Jesus acalma uma tempestade	Marcos 4.35-41; Lucas 8.22-25                                                       (Mc 4.35-41; Lc 8.22-25)
MAT	8	28	281782	A cura de dois endemoninhados gadarenos	Marcos 5.1-20; Lucas 8.26-39                                                    (Mc 5.1-20; Lc 8.26-39)
MAT	9	1	281864	A cura de um paralítico em Cafarnaum	Marcos 2.1-12; Lucas 5.17-26                                                    (Mc 2.1-12; Lc 5.17-26)
MAT	9	9	281969	A vocação de Mateus	Marcos 2.13-14; Lucas 5.27-28                                                      (Mc 2.13-17; Lc 5.27-32)
MAT	9	10	281983	Jesus come com pecadores	Marcos 2.15-17; Lucas 5.29-32
MAT	9	14	282025	Do jejum	Marcos 2.18-22; Lucas 5.33-39                                                      (Mc 2.18-22; Lc 5.33-39)
MAT	9	18	282098	O pedido de um chefe	Marcos 5.21-24a; Lucas 8.40-42a                                                        (Mc 5.21-43; Lc 8.40-56)
MAT	9	19	282114	A cura de uma mulher enferma	Marcos 5.24b-34; Lucas 8.42b-48
MAT	9	23	282154	A ressurreição da filha de Jairo	Marcos 5.35-43; Lucas 8.49-56
MAT	9	27	282186	A cura de dois cegos	
MAT	10	1	282321	A escolha dos doze apóstolos	Os seus nomes                                                                    (Mc 6.7-13; Lc 9.1-6); Marcos 3.13-19; Lucas 6.12-16
MAT	10	5	282367	As instruções para os doze	Marcos 6.7-11; Lucas 9.1-5
MAT	10	16	282502	As admoestações	
MAT	10	24	282613	Os estímulos	
MAT	10	34	282703	As dificuldades	
MAT	10	40	282776	As recompensas	
MAT	11	1	282816	Jesus prega nas cidades	
MAT	11	2	282834	João envia mensageiros a Jesus	Lucas 7.18-23
MAT	11	7	282876	Jesus dá testemunho de João	Lucas 7.24-35
MAT	11	20	283015	Ai das cidades impenitentes!	Lucas 10.13-15                                                                (Lc 10.13-15)
MAT	11	25	283102	Jesus, o Salvador dos humildes	Lucas 10.21-22                                                                (Lc 10.21,22)
MAT	11	28	283144	Vinde a mim	
MAT	12	1	283170	Jesus é senhor do sábado	Marcos 2.23-28; Lucas 6.1-5                                                    (Mc 2.23–3.6; Lc 6.1-11)
MAT	12	9	283273	O homem da mão ressequida	Marcos 3.1-6; Lucas 6.6-11
MAT	12	15	283319	Jesus se retira	
MAT	12	33	283498	Árvores e seus frutos	Lucas 6.43-45
MAT	12	38	283544	O sinal de Jonas	Lucas 11.29-32                                                                   (Lc 11.29-32)
MAT	12	43	283641	A estratégia de Satanás	Lucas 11.24-26
MAT	12	46	283671	A família de Jesus	Marcos 3.31-35; Lucas 8.19-21                                                   (Mc 3.31-35; Lc 8.19-21)
MAT	13	1	283717	A parábola do semeador	Marcos 4.1-9; Lucas 8.4-8                                                      (Mc 4.1-20; Lc 8.1-15)
MAT	13	10	283814	A explicação da parábola	Marcos 4.10-20; Lucas 8.9-15
MAT	13	24	284005	A parábola do joio	
MAT	13	31	284063	A parábola do grão de mostarda	Marcos 4.30-32; Lucas 13.18-19                                                 (Mc 4.30-34; Lc 13.18-21)
MAT	13	33	284120	A parábola do fermento	Lucas 13.20-21
MAT	13	34	284138	Por que Jesus falou por parábolas	Marcos 4.33-34
MAT	13	36	284160	A explicação da parábola do joio	
MAT	13	44	284216	A parábola do tesouro escondido	
MAT	13	45	284230	A parábola da pérola	
MAT	13	47	284277	A parábola da rede	
MAT	13	51	284305	Coisas novas e velhas	
MAT	13	53	284323	Jesus prega em Nazaré. É rejeitado pelos seus	Marcos 6.1-6; Lucas 4.16-30                                                             (Mc 6.1-6)
MAT	14	1	284387	A morte de João Batista	Marcos 6.14-29; Lucas 9.7-9                                                            (Mc 6.14-29)
MAT	14	13	284506	A primeira multiplicação de pães e peixes	Marcos 6.30-44; Lucas 9.10-17; João 6.1-13                                        (Mc 6.30-44; Lc 9.10-17; Jo 6.1-15)
MAT	14	22	284629	Jesus anda por sobre o mar	Marcos 6.45-52; João 6.15-21                                                      (Mc 6.45-56; Jo 6.16-24)
MAT	14	34	284711	Jesus em Genesaré	Marcos 6.53-56
MAT	15	21	284985	A mulher cananeia	Marcos 7.24-30                                                                  (Mc 7.24-30)
MAT	16	1	285196	Os fariseus e os saduceus pedem um sinal do céu	Marcos 8.11-13                                                                    (Mc 8.11-13)
MAT	16	5	285234	O fermento dos fariseus e dos saduceus	Marcos 8.14-21                                                                    (Mc 8.14-21)
MAT	16	13	285331	A confissão de Pedro	Marcos 8.27-30; Lucas 9.18-21                                                   (Mc 8.27-30; Lc 9.18-21)
MAT	16	21	285401	Jesus prediz a sua morte e ressurreição	Marcos 8.31-33; Lucas 9.22                                                    (Mc 8.31–9.1; Lc 9.22-27)
MAT	17	1	285518	A transfiguração	Marcos 9.2-8; Lucas 9.28-36                                                        (Mc 9.2-13; Lc 9.28-36)
MAT	17	9	285613	A vinda de Elias	Marcos 9.9-13
MAT	17	14	285659	A cura de um jovem possesso	Marcos 9.14-29; Lucas 9.37-42                                                      (Mc 9.14-32; Lc 9.37-45)
MAT	17	24	285792	Jesus paga imposto	
MAT	18	1	285854	O maior no reino dos céus	Marcos 9.33-37; Lucas 9.46-48                                                    (Mc 9.33-37,42-46; Lc 9.46-48)
MAT	18	6	285900	Os tropeços	Marcos 9.42-48; Lucas 17.1-2
MAT	18	10	285983	A parábola da ovelha perdida	Lucas 15.3-7                                                                 (Lc 15.3-7)
MAT	18	15	286025	Como se deve tratar a um irmão culpado	
MAT	18	21	286124	Quantas vezes se deve perdoar a um irmão	Lucas 17.3-4
MAT	19	1	286281	Jesus atravessa o Jordão	Marcos 10.1                                                                   (Mc 10.1-12)
MAT	19	3	286299	A questão do divórcio	Marcos 10.2-12; Lucas 16.18
MAT	19	13	286401	Jesus abençoa as crianças	Marcos 10.13-16; Lucas 18.15-17                                                   (Mc 10.13-16; Lc 18.15-17)
MAT	19	16	286458	O jovem rico	Marcos 10.17-22; Lucas 18.18-23                                                   (Mc 10.17-31; Lc 18.18-30)
MAT	19	23	286514	O perigo das riquezas	Marcos 10.23-31; Lucas 18.24-30
MAT	20	1	286633	A parábola dos trabalhadores na vinha	
MAT	20	20	286836	O pedido da mãe de Tiago e João	Marcos 10.35-45                                                               (Mc 10.35-45)
MAT	20	29	286961	A cura de dois cegos de Jericó	Marcos 10.46-52; Lucas 18.35-43                                                 (Mc 10.46-52; Lc 18.35-43)
